# contact angle data for file test.avi
0, 117.051414, 116.747960
1, 116.396204, 117.120790
2, 83.891902, 81.857150
3, 113.529122, 116.793233
4, 83.811398, 83.307894
5, 114.486542, 115.200985
6, 83.603436, 87.241801
7, 114.002529, 114.867635
8, 83.658805, 84.703022
9, 113.830775, 113.862233
10, 82.791356, 85.512798
11, 114.778666, 115.648924
12, 84.507026, 85.123467
13, 113.262948, 115.393611
14, 86.906348, 84.638806
15, 113.674850, 115.706480
16, 86.057481, 84.878983
17, 114.057796, 115.386611
18, 86.395473, 85.359495
19, 112.822763, 114.546923
20, 87.339235, 85.062312
21, 113.015173, 115.982832
22, 85.363090, 85.802138
23, 114.414707, 115.120265
24, 87.313948, 86.448381
25, 113.327594, 116.246314
26, 86.948028, 84.840390
27, 114.143824, 114.304167
28, 89.089290, 84.770885
29, 113.515158, 113.285558
30, 87.232827, 86.162371
31, 113.483815, 115.076886
32, 87.987590, 87.834509
33, 113.231448, 113.523083
34, 89.620662, 84.707437
35, 112.352796, 113.254994
36, 87.040611, 87.404289
37, 113.680774, 114.608154
38, 87.998345, 86.201979
39, 113.300617, 115.035942
40, 86.955099, 86.314365
41, 113.847214, 113.290681
42, 88.330677, 88.680614
43, 112.020434, 115.150612
44, 88.773634, 87.931885
45, 114.224128, 113.254994
46, 89.227314, 86.471223
47, 112.408910, 113.168337
48, 88.543028, 88.608530
49, 112.987889, 113.673179
50, 88.418982, 87.960418
51, 112.058717, 114.093269
52, 87.100702, 86.564203
53, 112.646467, 112.733405
54, 89.216341, 86.465022
55, 113.521661, 113.194114
56, 89.407953, 88.484674
57, 114.061124, 113.615964
58, 88.791988, 88.490524
59, 114.855943, 113.707169
60, 90.064363, 88.209601
61, 114.154798, 113.735977
62, 89.450793, 87.504701
63, 113.668187, 113.865968
64, 88.522982, 88.648611
65, 112.991151, 113.773605
66, 89.562851, 87.480428
67, 113.120836, 113.432119
68, 89.366169, 86.632027
69, 113.223230, 111.207332
70, 88.699229, 88.550753
71, 113.743505, 112.707880
72, 89.734076, 88.342041
73, 113.040924, 111.357062
74, 90.019803, 88.583305
75, 112.826432, 114.592205
76, 91.575986, 91.079828
77, 112.228662, 112.321785
78, 89.264531, 89.439162
79, 114.104148, 114.782209
80, 90.488276, 87.965444
81, 112.190654, 114.506521
82, 91.000045, 90.155768
83, 111.991145, 114.239233
84, 90.701386, 89.098747
85, 113.233450, 113.669292
86, 90.958288, 91.234458
87, 112.738086, 111.349109
88, 90.745683, 89.449846
89, 111.460321, 115.078533
90, 92.155173, 90.401186
91, 112.419557, 112.832285
92, 89.394026, 89.429277
93, 110.669425, 114.394351
94, 92.223188, 87.389834
95, 111.098551, 113.379613
96, 90.773763, 89.991616
97, 111.349139, 113.974324
98, 91.419654, 89.379475
99, 113.724762, 113.967838
100, 89.250525, 87.967081
101, 110.739020, 115.056842
102, 92.597464, 89.913964
103, 112.165836, 113.933616
104, 89.535206, 89.678471
105, 113.391957, 113.549478
106, 92.044423, 89.115996
107, 111.001589, 113.301415
108, 91.704820, 89.094366
109, 110.962009, 113.600065
110, 92.343642, 89.146174
111, 110.940645, 113.282092
112, 90.973927, 89.181494
113, 110.698187, 113.115486
114, 91.315730, 89.423685
115, 110.764975, 112.399385
116, 89.767340, 91.342258
117, 111.986031, 113.347867
118, 90.311542, 90.793780
119, 111.413185, 112.038223
120, 89.587753, 89.726468
121, 110.206055, 112.724848
122, 88.694928, 91.101269
123, 111.688079, 113.398022
124, 89.531618, 89.873888
125, 111.019473, 112.332034
126, 93.429750, 90.121786
127, 110.957255, 112.554849
128, 92.016365, 88.916164
129, 112.375578, 111.032295
130, 91.808816, 93.428103
131, 110.033282, 112.767749
132, 90.110852, 91.470735
133, 110.513331, 111.498378
134, 90.261297, 87.939687
135, 111.546353, 110.789753
136, 92.243961, 91.125739
137, 111.433675, 111.888562
138, 90.169887, 90.363519
139, 111.045349, 110.855133
140, 91.442757, 90.671188
141, 112.636351, 112.266206
142, 91.282752, 90.401607
143, 111.386159, 111.042033
144, 90.089916, 90.536764
145, 110.898648, 110.981290
146, 90.368011, 90.467891
147, 110.966206, 111.496477
148, 90.555290, 90.565474
149, 113.305258, 110.952628
150, 92.671145, 92.581766
151, 112.577004, 112.257182
152, 91.769136, 91.662211
153, 111.980152, 110.899565
154, 91.933043, 87.604300
155, 112.998061, 110.683395
156, 91.626899, 88.075962
157, 110.382111, 112.031538
158, 92.146610, 90.006021
159, 111.358550, 110.683395
160, 91.611304, 89.900534
161, 111.748612, 111.681521
162, 92.360524, 89.826367
163, 112.325737, 110.404772
164, 93.747287, 90.062944
165, 111.299180, 110.939721
166, 92.527341, 91.017517
167, 112.412127, 109.678491
168, 90.993932, 92.683997
169, 111.618862, 110.242989
170, 91.851639, 91.465212
171, 110.540868, 110.680101
172, 90.645704, 91.203186
173, 111.804492, 110.656073
174, 91.496352, 89.828562
175, 111.499275, 111.411805
176, 90.417652, 89.574048
177, 111.867941, 112.715175
178, 90.878781, 92.430314
179, 110.893357, 112.302885
180, 89.954613, 93.832413
181, 110.663378, 109.961523
182, 91.397386, 95.427091
183, 111.774778, 110.474776
184, 92.073126, 91.291115
185, 111.548670, 112.008597
186, 94.399827, 93.163377
187, 110.321569, 113.264245
188, 93.555071, 94.078823
189, 111.548670, 112.206174
190, 93.450701, 93.326434
191, 112.304006, 111.625426
